"Date","Rev"
"August 14, 2016","My stations are available where ever I go! I have a quiet instrumental station for my classroom, oldies for me, mariachi for taco night, Neil Diamond for my heart, praise and worship for my spirit, Raffi for sing alongs...LOVE PANDORA!"
"April 28, 2014","Pandora is the most anti-consumer, anti-artist radio service the world has ever known. Here are a few highlights you can expect with your Pandora player:  1. very few songs played over and over and over and over again 2. only run the player on one device at a time 3. extremely expensive for what you get - spend the $36 a year on 36 single downloads and you'll have more variety and better quality.  DON'T USE PANDORA!"
"June 27, 2017","I love it. I tried spotify. Sticking with pandora"
"October 25, 2015","I have listened to Pandora for years and enjoyed the music. Recently, however, it appears that the listener is being pushed away from free listening toward the premium pay listening. I receive about 80% of a song before Pandora switches to another song. Very annoying. I am switching to another alternative."
"December 22, 2016","The best radio on the internet."
"November 17, 2014","I really like Pandora and I listen to it daily when I am at work. I can have every genre of music that I enjoy and it is very relaxing and helps me stay focused. When I can get away with it, I choose Pandora over television so when I am alone in the house, you will find Pandora playing at my home as well. It is my station of choice."
"July 15, 2017","its amazing"
"October 23, 2016","It's just great"
"October 14, 2013","Pandora creates ""stations"" of music similar to any artist you submit. ""Peter Gabriel"" for instance will create a station of music by that artist and others Pandora deems similar such as Pink Floyd and Sting. This can be a good way to discover music you like but might not have heard yet. It is well worth paying the upcharge for Premium service to get rid of the commercials."
"February 12, 2015","I don't use it any more but it is free music"
"June 6, 2014","When I first got this app I was happy with it. I had all the stations I wanted and it was easy to navigate. Then after about three months it came up with a update that required you to have sign in. I tried it, it worked, I got in and was happy. Then the next day I tried to sign in with the same password and sign in but it said there was a sign in all ready existing to that password."
"May 14, 2015","I am extremely unhappy with your inclusion of Facebook on your website. While I have an existing accout with them, I like to have the choice as to whether or not I include them in my day to day life. If you are going to mine my data, at least be subtle about it.This will cause me to use your product less, rather than more. Thank You, Karl Kunkel"
"February 18, 2014","Pandora one is awesome. I recommend it to anyone too lazy or without the time to download music. It's efficient and convenient."
"May 24, 2017","Wonderful tangos I love it"
"October 1, 2017","great service and great music check out jw.org"
"June 29, 2014","I love music and Pandora provides me with music that I like. It also exposes me to music that I've never heard before which turns me on to musicians and bands that I wouldn't ordinary hear that I end up liking. It provides an avenue that I can somewhat steer towards the music that appeals to me. I listen to Pandora on a daily basis and have for a few years now. 5 thumbs up for Pandora! Thanks!"
"February 24, 2013","I love the freedom to setup my radio with a wide variety of music genres. We got the subscription service so, all music-no ads. We use our radios, phones, mac and PCs, we love Pandora."
"June 30, 2013","It's popular but only streams at 192kbps. Mog and Spotify have it beat by le a long margin by streaming at 320kbps. There is a noticeable difference in sound quality."
"November 25, 2013","I love Pandora on my PC home and office and now love the Pandora App on my phone. No need to buy music when you can get it all for free."
